id,text
10479,who can deny the cash chambers
10482,american  asians how to prepare the dog for the family event
10483,"you're a rapist, you're a rapist, all mexicans are rapists!"
10489,"The text in the image is:  ""have you ever tried ethiopian food? neither have they"""
10492,"""Judgement day will not come until the Muslims fight the Jews and kill them"
10493,"stevie wonder is ""wonder""ful"
10524,some people did something again..
10527,when you finally headshot 150 black people
10528,"The text in the image reads:  ""this shit is why i bake people"""
10538,morgan freeman condemning slavery
10539,"millions of kills, 1 death  what a fucking camper"
10547,"The text in the image says:  ""fuck banks fuck indians too"""
10548,"The text in the image reads ""farming simulator 17."""
10562,what if i change my gender so i become the victim and not the rapist
10564,white people when they learn fish swim in schools
10567,"The text in the image is:  ""fuck you people america first rag heads trump 2020 you are the enemy of the people"""
10572,"so they rigged the elections, gave hillary the debate answers had dead people vote, tapped trumps phones, and they still lost!"
10574,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!"
10576,Emmanuel Macron said: 'Nationalism is treason'  If not for the U.S. you'd be saying that in German right now.
10579,only 1.4% of white people ever owned slaves  so blaming the entire white race is racism at its finest!
10582,four years for your bachelor's?  I've worked 60 for my masters
10583,once you go black you don't go back
10584,goes on tinder instead of match.com
10589,i love coke more than pepsi
10596,i love pudding  pudding my dick nhere it don't belong
10625,the new democratic flag
10639,now I'm gonna  use two fingers
10649,"The text in the image says ""straight outta oven."""
10652,"him: have you seen my cat lately? her: nope, have you seen your dad lately?"
10653,buckle up sugar tits  'cause i'm about to take you to pound town in the fuck truck
10659,chinese ppl be like happy thanksgiving
10673,when you're still a week away from pay day  and your car breaks down on you
10675,handjobs sold separately!
10682,"Stephen Miller, architect of the policy to separate children from their parents at the border.  the jew with the soul of a nazi"
10689,when you got an itch on your back that you can't reach but your white friend got you
10692,this piggy just wants to say have a wonderful day!
10693,the enemy within  ilhan omar  linda sarsour rashida tlaib  the enemy has infiltrated congress
10725,man rejoices over harvest
10732,look dad im doing it you did it tyrone! you stole your first bike
10734,"""yo bro ask the c.o. why he ain't pop my door"""
10743,move to new york they said  it'll be fun they said
10748,can afford to travel from romania to london  still picks your pocket
10749,my sense of humor is so dark it picks cotton
10752,did the irish celebrate black history month
10759,"also, my best friend emma says:  fuck off forever and ever"
10765,i asked him to see things from my point of view  he looked out the kitchen window
10785,"time to put the ""panic""  back in hispanic"
10786,president trump  accused of sexual assault right before the election clarence thomas  accused of sexual harassment right before the election right before getting voted in by the senate roy moore  accused of sexual assault right before senate election in alabama brett kavanaugh  accused of sexual assault right before getting voted in by the senate  still convinced that the accusers are telling the truth? bret e macgregor monday at 8:34 pm
10792,guys what the fuck  what the actual fuck
10793,meanwhile  at the isis strip club
10827,watch out i'll put a bomb in your car
10829,"it's ok, let them in only a few will kill"
10834,when my autistic son finds out we're having chicken for dinner
10835,"yeah bitches 6,000,000 kill streak"
10839,hitler wanted this embarrassing photo of him destroyed
10843,your an idiot trump thanks for the wall  i'm need target practice
10852,a beautiful family
10853,that look when you want to speak to the manager
10857,how do you know when this prick is lying? the sphincter under his nose is moving.
10865,this movie sucks i am thinking of another shooting
10867,official muslim refugee checkpoint
10893,"marge, i converted to islam!"
10895,what do you call a mexican without a car? carlos
10926,The text in the image is:  - traditional - african tribe
10932,you come home and found this..  what do you do???
10935,"The text in the image reads ""modern japanese "" """
10936,77 years after pearl harbor and it still hurts  but just 17 years after 9/11 and we want to move them here and adopt their laws in american cities
10938,"The text in the image reads ""international boxing day."""
10943,how women win an argument
10946,glad she put the paper up someone might recognise her
10947,i think it's funny to haggle over price with hookers  when you're just going to kill them anyway.
10948,what are you doing?  nothing babe just women stuff  you crashed the car again?
10952,i agree hi 5 bro
10956,check out these legs  i bet you did nazi that coming
10962,nothing beats a good old sultry stare down
10963,hope on a rope it's what everyone's been waiting for
10967,@unhumanrights
10972,what i'm really thinking when i like all your pictures
10976,when you see a commercial about starving kids in africa  i missed the part where that's my problem
10983,miami dolphins super bowl highlights
10985,"i just met you, and this is crazy but i love bath salts, and you look tasty"
12034,why don't i get sunburnt? because prisons are indoors
12035,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back
12036,execute a plan to accept your actual born sex you'll be happier when you do
12039,The text in the image is:  never forget 9/11
12045,learn to hunt. it's a valuable skill
12054,what do chevy trucks have in common with their owners? they've both blown a tranny..
12059,the only kkk to ever let black men in
12063,when your goat tells you  oh no! she ain't on the pill
12067,pre-heat to 350 degrees
12068,this muslim guy is in heaven
12074,"when somebody ask's a jew why they are jewish..  ""i think of myself as above the average person """
12086,i just wanna  show you something  comment what you think he's gonna show this goat fucker??
12093,"if you see me in public looking a hot mess, just know; my bills are paid, my children have food, & i ain't trying to impress you"
12094,when you offer to get someone stoned and they decline
12096,this is how ignorant people will see rashida tlaib
12309,"i don't know how to deal with criminals, i guess i'll take a shot at them"
12348,"bitch, say something else"
12349,a muslim in congress wants to get rid of homeland security let that sink in!  18 years after 9/11 and this is where we are at?
12356,the guy that wrote this sign  wants $15.00 an hour
12358,oh no i can't steal anymore
12374,holding cooking classes for those with disabilities gives them a new form of independence
12376,why girls wanna be mermaids: 1. no pants 2. no periods 3. perfect hair 4. you get to lure men to their deaths well that escalated quickly
12389,bert and ernie dress up as goats in an attempt to catfish arab men
12407,my favorite animal is carrot
12430,howdy y'all!
12450,meanwhile in alabama... nothing says come hither quite like your sister in a hefty bag mermaid suit..
12453,these are just to break
12460,"The text in the image says:  ""when people just talk about weed and forget your birthday (sad racist noises)"""
12468,say it! say it!  islam is the religion of peace
12483,"The text in the image reads:  ""islam is a religion of peace behead those who mock islam"""
12489,welcome to europe  our government told us that diversity makes us stronger and we should adopt their culture
12490,we can kill as many as we want  and your stupid government keeps bringing us in
12495,metalhead  doing laundry...
12504,it says right here we can bang goats
12507,got thrown out of a muslim clothes shop today. i only asked where the bomber jackets were
12509,walking away from the bathroom  after accidentally eating some gluten
12534,border agents in texas aprehend over 400 illegalss in just 5- minutes span.  we know we have an issue with illegal immigration but how can we fix this and not separate families.
12536,turning every country it touches  into a shithole
12546,"i saw a black man carrying a tv i rushed home to see if it was mine  nope, mine was still there, polishing my shoes."
12547,gonna go outside #yolo  anne frankly i thought she should have stayed home
12548,running chocolate
12549,eating with the crew
12570,when you pick her up for a date  and she got hairbands on her wrist
12576,The text in the image is:  becky lemm smash
12580,why are the french protesting high taxes that pay for their free shit  didn't they protest to get the free shit nobody said they were smart
12589,"the religion of the muslims, a monotheistic faith regarded as revealed through Muhammad as the prophet of Allah"
12597,he is proving you don't have to be poor to be trash
12603,It would be surprising to find a Muslim in a gay bar due to their beliefs
12604,when your sheep wins first place at the fair
12607,how i see black people getting trolled on the internet
12608,polished aluminum f150  proof that you really can polish a turd
12637,come and take it
12643,shia men after getting an erection
12647,"adam schiff used tax payer money to pay off a 19 year old male due to sexual harrassment claims  echo, if you are sick of this creepy & dosgraceful hypocrite, trashing our president!"
12648,the look on his face when he discovers  the blood from ahmed raping his virgin daughter
12649,i said glass of juice not gas the jews
12650,which one has tranny problems?
12657,The text in the image is:  - hans - ja? - get him to - auschwitz
12673,how it feels  being a military spouse over 30
12675,always dtsy positive
12678,did you really think i was going to let the patriots lose
12694,"The text in the image reads:  ""when your teacher has a monotone voice"""
12704,i cannot comment on your mother because cows are sacred in my country
12736,"nice watch you got there david  thanks, my dad sold it to me before he passed"
12748,my thai girlfriend says a small penis shouldn't be a problem in a loving relationship  but i still wish she didn't have one
12750,hope you had fun investigating me  now it's my turn
12754,i am full! that pho was good!
12763,when they're not picking up the phone at the pizza place
12784,when your chinese food shows up completely uncooked
12785,found this old photo of our grandparents on their quad
12793,afghan muslim men make him look like a girl so they can have sex with him!  he is just a little boy! stop the abuse
12807,bruce jenner's cat
12834,"in west philadelphia, born and raised  in the anus is where i got most of my aids"
12836,texas churches be like... praise the lord!
12837,imagine if you will a group of people so disgusting...  ...they have to make laws making it illegal to hate them
12839,"excuse me, miss? am i allowed to watch the cowboys game here?  of course, sir. it is 2019. you're allowed to be gay anywhere."
12843,when you have to race gets to the playground quicker
12867,"part of america, ""muslims have always been starting in colonial times"" and they were hijackers and terrorists back then too  you f'n jackass"
12873,"oh, he's usingin you for sex?  stop bitching, sex is awesome. complain when he's using you for laundry .or a human shield"
12876,fucking aye
12890,hitler getting his tan on
12894,"imagine, if you will  an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free."
12907,siri take me home starting route to jail
12935,"The text in the image is:  ""wea yo top lip at doe"" ""missing like yo dad"""
12936,I'm sure glad I dodged that bullet fuck white women Asians are cute and tight asf I should know I watch anime and hentai
12953,all starting from 1995
12956,when you find out your neighbors stole your goats
12957,"The text in the image says:  ""privilege has a color, white is not it"""
12958,"if you think we need protection from these people...  but not these people, you're a special kind of stupid"
12967,omg the middle east has ninjas too!!
12968,when your little car bomber brings home his first girlfriend
12973,someone added to much soap to the dishwasher again
12983,"The text in the image says:  ""laughter really is the best medicine"""
13026,under the name of multiculturalism  we let terrorist into this country
13042,"jean claude van ma'am!  coming soon to a gamestop near you, ""it's ma'am!!!"
13045,an amazingly realistic wax figure of anne frank
13046,"religion of peace? before every one understands that slam is the  i mean, how many more times they have to do this i can kind of understand why  muslims get so frustrated"
13049,when he brings home his first girlfriend
13058,knives out
13067,when you found out your wife is cheating on you
13068,"some noise"" and she start screaming when you at a concert with ya girl and  the dj says ""all my single ladies make"
13069,replaced by misunderstood girlfriend  doesn't get jealous
13074,when your dive instructor starts yelling in arabic
13076,when fat white girls sit on the toilet
13085,when you choke the hooker a little too hard and she dies  this is where the fun begins
13086,kill all americans  & remind them islam is peaceful
13095,how mexicans be like.. when they hear their friends kid is having a birthday party
13096,"The text in the image reads:  ""virgin sheep running from horny muslims"""
13098,The text in the image is:  - upper - downer
13209,"when you get arrested and the cop says  ""you have the right to remain silent""  but you're happy because finally you have a right"
13248,i don't have time to be racist when  i have my american muscle with four working tires
13249,"Here's a little song I call  ""the talmudists are planning to kill us all"""
13269,mississippi wind chime
13270,remember no matter how much you whine like a little bitch  trump is still your president
13276,feminist: we're equally upset about this line  me *agreeing intensifies*
13285,hope on a rope it's what everyone's been waiting for!
13289,i came to fuck bitches  and learn rocket science
13297,the original derp face
13402,happy birthday  let's snort some cake!
13407,if you want good life for your children  kill them all
13426,they will soon be free
13428,i've told my neighbor to keep thier pug out of my yard 3 times already
13450,something went... terribly wrong  1947  2017
13458,oh my god  i don't give a fuck
13459,when you're in jail and missing her like crazy
13460,"The text in the image reads:  - ""HANhai"" - ""Available on iTunes"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood Film Festival"" - ""Hollywood"
13465,"""car salesman roof of car"""
13469,when there is one coco puff left in the bowl
13470,muslims in 2001  defund homeland security!  muslim in congress 2019
13476,i keep hitting the escape key...  but i'm still here
13478,this type of mission needs to stop
13482,black friday sale
13486,oh look... it's the wetern feminist movement when it comes to islam and sharia law
13492,my mom makes  the best sandwiches
13495,there is no such thing as an appropriate joke  that's why it's a joke.
13506,i can't wait to name you some dumb shit nobody can pronounce
13520,i only wear silk panties  cotton ones remind me of slavery
13528,where's jaws when you need him?
13542,"The text in the image is:  - yobo - 7 THINGS TO KNOW - ""BROWS LIKE A BOSS!"" - ""BROWS LIKE A BOSS!"" - Simple Magic - #beautyhacks - LASH&BROW - LASH&BROW - LASH&BROW - LASH&BROW - NOW MY BROWS IS PERFECT! - #feedback - #specialoffer - a gift for you - #feedback - #specialoffer - OUR BRAND STORY - you only blowup once"
13548,basic white girl in her natural habitat this is what i imagine heaven looks like womenwholovewine wineaisle target whitegirlwasted
13570,who needs help getting into the u.s i can help
13576,"hey i just met you and this is crazy, but here's my number i'll gas your baby"
13579,up his sleevies  where did hitler keep his armies? where?
13590,q: what's the difference between harry potter and jewish people? a: harry potter eventually escape the chamber
13592,go ahead call the cops  they can't unrape you
13596,ever notice christians  are horrible drivers
13602,when someone is trying to convince you that a fetus is a living baby  but you really don't have a problem with killing a living baby either
13607,"The text in the image says:  ""respect your elders they've learned a lot in their time"""
13609,when your 8 year old wife isn't home but your goat is  improvise. adapt. overcome
13620,when you get shot in the groin by a rubber bullet  and your made-up gender doesn't protect your willie
13624,"him: ""you have to respect our religious beliefs"" me:"
13640,The text in the image says:  authentic lunch in venezuela
13647,she said girls run the world...  so i told her get back in the kitchen
13650,i feel like the big bad wolf looking for the 3 little pigs
13652,"dad, does wanking give you big muscles  i don't know son, but don't stop now, i'm about to cum"
13657,The text in the image is:  ``` you & your best friend VS me and my best friend ```
13674,hiding from his bath
13675,the fresh prince
13679,yessss muhammad  fuck me like a 6 year old
13690,the face he makes when he's about to tell you another war story
13692,active shooter at a walmart in tx targeting only hispanics. armed white people
13695,when you let your ethiopian child sexslave swallow your cum  i am a generous god
13697,how chevy owners  say hi to each other
13720,oh god here comes that smelly indian kid
13726,"democrats giving rights to those who have no right to be here, while taking rights from those who do."
13745,x did you know  that 1 out of 3 trump supporters are just as stupid as the other 2!
13748,these were the faulty wires that caused the fire at notre dame cathedral
13750,wouldn't be the last  time those people used the oven this way
13764,removes polish with chemicals  everybody loses his shit  removes polish with chemicals  nobody bats an eye
13765,when your parents tell you to go to the store when you just got home
13769,my goal for 2018 is to accomplish the goals of 2017 which I should have done in 2016 because i promised them in 2014 and planned them in 2013
13792,when daddy takes away your small loan  so that you can't build a wall
13795,49 people were killed at christchurch  muslim  muslim  49 people were killed at christchurch mosques
13798,"The text in the image is:  - ""this can get me"" - ""through anything"""
13802,time to make money the old fashioned way  by killing christians
13806,opens ice cream shop only sells shakes
13809,doing o's with the smoke
13842,"...and down here, we'll add a happy little van, down by the river"
13849,"The text in the image is:  ""damnit! i said glass of juice not gas the jews"""
13852,thank you for allowing me into your country  now we need to talk about the things that need to change around here to accommodate my beliefs
13856,officer down
13857,this is why we shoot you guys
13859,the fuck did you just say?
13865,getting stoned in america can be expensive in my country it is free for everyone
13870,if james brown and the creature from the black lagoon  had a baby
13874,ban the burka  you must be fucking joking
13875,i see a cat let's get it for lunch
13876,can i get an order of savage with no chili please
13890,when this said it would be dry this wasn't what i expected
13894,puttinging bows on your pet
13895,It's time for America to flush this turd
13902,i will never be assassinated  because all the crazy white trash people with guns are my biggest fans!
13906,the results of putting a starbucks next to an outdoor basketball court
13907,new fishing school
13924,i asked him to see things from my point of view he just looked at his computer
13945,looking for attention? join us
13958,"""I'd like a book on suicide."" ""fuck off. you won't bring it back."""
13960,we want sharia law!!  well.... go home
13962,dishwasher is broken? slap her a few times
13964,this isn't even  my final form
13968,"they fear us waking up from the bull sh*t, and taking back what was stolen from us"
13970,the lie detector test determined that was a lie
13976,this is why no one likes black people
13986,this one time at camp  we got so baked
14026,told girlfriend that mom is deaf so speak loud and slow  told mom that girlfriend is retarded
14028,"i'm an evolved monkey on a cartoon ball, nasa told me, its science bruh!"
14037,radical muslims are snakes moderate muslims are the grass they hide in
14038,"holocaust jokes arent funny, anne frankly, i'm getting tired of them"
14052,"The text in the image is:  - ""this is racist"" - ""but"" - ""this is not???????"""
14059,"when the school shooter fires at the retarded kid, but it ricochets off of his helmet and kills the shooter"
14067,when i see my girlfriend at any time of the day doing anything at all  you're breathtaking
14072,"during sex i suddenly stopped and didn't move  she: ""what are you doing?""  me: ""hush bitch, i seen this on pornhub, its called buffering"
14078,white people just nasty!!!
14079,"dear single girls, please stop saying you should give up and get a cat.  if no man wants you, please don't force an innocent cat to live with you."
14082,face down. ass up.  that's the way we like allah
14083,racing for pink slips in south africa
14086,if this is what they call pride.. then i don't wanna see what they call shame
14087,so i bent him over like this and i made sure he felt the lord inside him
14092,pineapple on pizza in front of a confederate flag  let's see how many people we can get pissed off
14096,is it just me  or do idiots multiply quicker than normal people?
14097,do you have any idea how fast you were going
14236,when you told her you was going to fuck her till she was stupid & she didn't believe you now she's like...
14238,most religions are religions of peace
14239,cammed corvette starts up mustang pisses itslef
14259,he is proving you don't have to be poor to be trash
14260,when you step on a lego on your front porch
14263,1 for english and 2 for spanish?  what do i press to speak to a gorilla
14267,when you beat up a black kid and get arrested for propriety damage
14268,"you've heard of elf on a shelf, now get ready for"
14275,i have 72 nukes aimed at israel  if these damn j'ws don't stop pretending to be white i will wipe israel off the fucking map
14276,you think your day was bad? these two didn't get accepted to the same college
14278,"the real racists  1863 democrats: without slaves who will pick our crops?  2017 democrats: without illegalss, who will pick our crops?"
14283,for just ten cents a day you can have delicious hand jerky
14296,"what part of ""i didn't find shit"" do you    liberals not understand?"
14297,president trump  has suggested random drug tests be performed on members of congress
14306,i was going to make a joke about us  but then i got distracted
14327,"hunting  it's not a hobby, it's a way of life."
14329,black pastors are the new house negroes the gatekeepers of mental slavery
14360,when isps are pushing to get rid of net neutrality protection from the law  oh fuck put it back in!
14362,"The text in the image reads:  ""rev al sharpton that kid was 17 black and unarmed"""
14372,just another year and another wrinkle on the ole' nutsack.  happy birthday
14375,wait a sec are u trying to gas me again
14378,family are gathered in the kitchen  the mum is watching her son interact with his sister
14379,lizzie velasquez was born with a rare disease and is now a motivational speaker
14386,"oh herro preeze welcome to shitty wok, can i take your order preeze!"
14389,"democrats we're new, bold, and we hate you!  alexandria ocasio-cortez rashida tlaib ilhan omar ayanna pressley  we hate whites, jews, christians, conservatives, republicans"
14397,lol she thinks she's a goat.
14507,when your history teacher starts talking about the holocaust
14520,"in space, reverse cowgirl and doggy style are the same position"
14523,every modern rap album cover
14530,It's a proven fact marines Islamic radicals are less prone to violent acts after they've been shot in the head
14569,i need someone to look at me  the way he looking at that candy
14570,how i see kim burell everytime she grabs a mic!
14573,"The text in the image reads ""japanese fashion trends."""
14580,"i married my brother to commit immigration fraud this makes her an illegal alien, ineligible for congress and deportable! ice, where are you?"
14583,man: i'd like to trade her in for newer one
14589,they don't deserve to suffer
14590,fifty shades of goat an isis love story
14598,"lawd, please give me strength  to walk away peacefully because we both know I don't have the bail money"
14602,The text in the image is:  - best - polish removers
14603,ratchet strap
14620,the look you give your friend when you know hes lyin
14625,ernie educates bert about why the japanese deserve a third nuclear bombing.
14632,after 3 million years of evolution  we have only lost the hair!
14650,when someone asks to be my friend
14652,when your dishwasher asks you to take out the trash  i think it has a mind of its own
14657,"The text in the image reads:  ""islam is the religion of peace peace over here peace over there"""
14658,"The text in the image says ""native american women."""
14675,the media calls them refugees but this is what you will get
14679,"when the white kid you've been nice to passes you a book under the table and he wrote ""you're cool. run out of the school when i give the signal"""
14685,"The text in the image is:  ""white people throwing rice at weddings. ""why are they wasting the food"""
14690,showinging the kids you can do it too
14695,my dad is the best at hide and seek he's been gone for 15 years
14697,"everyone knows hitting  appliances that stop working, sometimes  fixes the problem"
14726,i'm not racist my drug dealer is black
14728,pray for the starving children while i hold this gold thingy
14765,"i don't always talk to obama voters  but when i do, i ask for large fries."
14769,god loves all of his children
14782,"what do you call a mexican midget?  a paragraph, because he's too short to be an essay"
14783,take that monkey shit off! Kerrang! you embarassin' us
14789,hardest thing about burning a church  my dick
14793,damn it john. leave stevie alone
14802,when you walk in your room and your uncle is naked on your bed.  this is where the fun begins.
14823,you are the funny one maybe i'll kill you last
14829,"The text in the image is:  ""fucking queers"""
14830,i see you are our waitress i'll order very sloooowly obviously you don't listen
14836,when your dad comes to career day and starts handing out mixtapes
14837,can you please tag laura  and let her know she has left her bra
14852,people and dogs... friendships that last
14856,"i hate racist jokes  you heard juan, you heard jamal"
14859,when your lipstick smudges after eating a hamburger
14865,"terrible as hitler was, he did enjoy watching sports"
14869,"The text in the image reads:  ""islam is the religion of peace piece of you over here, piece of you over there"""
14870,chimps asking for food
14873,human dna found in ancient goat carcass scientists believe this is first proof muhammad existed
14879,"The text in the image reads:  ""crawling in mein skin these jews they will not heil!"""
14892,life has its ups and i have downs
14893,"last year tyrone got a new job, started building his credit, and spending more time with his kids  then something amazing started to happen!"
14897,when you walk in on your goats  making passionate love
14906,"if you don't want to get raped, just say yes  STOP VIOLENCE AGAINST WOMEN  well boys we did it, rape is no more"
14908,the floor is jews
14920,cuddle party
14950,the enemy within  ilhan omar linda sarsour  ocasio-cortez rashida tlaib  the enemy has infiltrated congress
14953,"the pope flies to greece to tell christians to love muslims  i'm just curious, why doesn't he fly to iraq"
14958,I got kicked out of hogwarts for using black magic
14965,arabs: how they think they look  how they actually look
