id,text
50746,how do you kill 100 flies? smack an african kid in the face
50748,"when halloween has been a month ago, but your son continues to dress as a woman."
50764,mooch in his natural habit
50768,"liz krueger, n.y. state democratic senater wants to infiltrate the nra and take it over  yeah, just like she infiltrated monalds all those years..."
50783,handjobs sold separately
50784,"oh, addiction isn't a disease because it started with a choice??  tell me more about how the chlamydia in your crotch isn't a disease, yet it started with a choice."
50789,The text in the image is:  - immigrant problem - problem fixed
50793,a muslim in congress wants to get rid of homeland security  let that sink in.
50813,the white house is a dump because trump filled it with trash.
50817,transgender  when just being gay doesn't get you the attention you rightfully deserve!
50823,if this makes you a citizen permanent resident category IR1 does this make him family?
50824,we have enough thoughts and prayers  please send bobs and vagina
50834,white men are evil... i married one to make sure
50839,"""you think i'm a terrorist but i identify as a firework"""
50841,give them what they deserve  kill them all
50861,where's the interview with the police who murdered unarmed black men on video?
50867,the name's todd.. retodd
50871,freckles are cute i don't care what you say
50873,it wasn't my fault my truck has tranny issue's
50876,"pace secondary [heritage trails] women  don't let the female looks fool you! realistically, these are retarded male homosexuals wearing women suits!"
50879,"The text in the image reads:  ""when your dishwasher is broken so you take it back to walmart to get a new one"""
50894,flowers for martin luther king day
50918,paraplegic woman in a wheelchair with her coach
50927,"The text in the image reads:  - Average white ""women"" - Average Muslim women"
50931,never had one before.  what? a room to yourself?  yes
50934,"i saw a fat girl with a guess shirt on, so i approached her and said ""380 lbs?"""
50937,year in review: 2017 black sellout of the year goes to......  clarke whitlock  ray ray trump  pastor sheriff
50938,how you feel  after reading owen's mortification of sin
50942,wayment...way' one gotdamn minute  ...'the fuckis dis shit..
50961,when it's your 1st cake day and you really wanna blow that candle
50962,democrats standing up for illegals  democrats standing up for americans
50964,i slipped and fell on ice. i thought it was regular ice but when i got up my hands turned blue
50984,a cat in a pot
51023,when buslim nibba see his sister
51029,if you kill as many as you want our goverment will put you in jail
51032,a head diaper is required when you have shit for brains
51037,when nobody knew who you were until you got on  your knees.
51046,shut up you meathead
51049,truth be told  the real reason for racism
51073,when you call shotgun  but the cops put you in  the back anyways
51076,hurry up and join us for play
51086,let's play: word scramble  g i n e r g
51089,proof you can be a fruit and a vegetable
51092,how do you make a 4 yr old cry twice? wipe your bloody cock off on their teddy bear.
51094,don't park to close to my truck boy!
51208,me: puts bag of popcorn into the microwave. everyone at the senior center :
51209,just for control ne SCAW METALS GROUP PPC this is my current mood
51237,we about to get spicy and lit up in here
51243,honestly  how often do you masturbate?
51248,did you buy your stupidity  or you got it for free
51249,even michelle obama has her bad days
51263,"The text in the image reads:  ""gay friends asked for directions told him to go straight"""
51269,"when somebody ""waves"" at me in messenger  the fuck you want?"
51270,what life feels without moisturizer
51278,when you haven't stolen anything in a week
51283,trump should tweet something antigun  i just want to see liberals defend the second amendment
51284,perfect girls don't exi
51293,The text in the image reads:  - live - breaking news - coca cola 2 released - 21:33 ustad anwar rilis released - breakyourownnews.com
51304,"god loves all his children, all of them"
51306,eat some cookies  you're not yourself when you're hungry
51309,when someone messages you when you're jerkin it  who the hell is interrupting my kung fu?
51348,100% of illegal aliens are criminals
51349,the demonstration of beauty  and demonstration of ugly
51360,i'm coming for everything they say i couldn't have
51367,becomes a woman immediately kills a person driving
51369,"i realized i might have a road rage problem  when my son started yelling ""pick a lane asshole"" in the grocery store"
51376,when people just talk about weed and forget your birthday  (sad racist noises)
51387,"""wing wing wing"""
51390,still waiting on my uber eats
51397,when you catch your goat with another man  ya done fucked up
51403,"The text in the image says:  ""when you see the gas bill"""
51407,you know what really grinds my gears?  niggers
51437,this sunday...  don't forget to set your bomb forward one hour
51460,love is love  respect
51462,we can kill as many as we want and your stupid government keeps bringing us in
51469,is this mother fucker serious? where in the hell am i going to find a truck load of bitches?
51472,I hit a deer last night with my truck
51473,god: creates jews god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:
51476,"The text in the image reads:  ""Bernie couldn't be more excited for his first day as a police officer. He outright refused to accept his paycheck, insisting that being able to legally shoot black children is payment enough."""
51480,duramax owners be like smokes like a freight train
51482,"The text in the image is:  ""leave that one alone bill he's my weed man"""
51489,did you know that the Chinese eat dogs  disgusting  savages
51493,selling this anique farm equipment  still works and runs like a champ. serious inquiries only
51496,don't shoot i'm unarmed
51497,when you tryna not be islamaphobic but that dudes backpack a lil too bulky
51498,"how to trigger liberals in 3, 2, 1  #whiteprideworldwide"
51602,post this on your timeline  just to piss off your trump supporter friends
51607,49 people were killed at christchurch  muslim  49 people were killed at christchurch mosques  muslim
51608,winnie the pooh is a disney classic
51624,don't judge me for what i wear omg i was thinking the same thing
51627,that's one way to get suspended from school
51628,welcome to europe our government told us that  and we should adopt their culture  diversity makes us stronger
51629,that reminds me! it's time to fuck the goat!
51630,don't drink with him he cant hold his liouor
51647,homosexuals get beheaded so the men cover themselves up
51679,when you're usually a happy afghan  but your girl broke up with you so now you're  asad afghan  taliban spokesman
51680,when I grow up I'm going to blow up
51682,got crap for brains???  make sure you wear your diaper
51683,The text in the image is:  - Matte black - Gloss black
51687,when you finger an arab girl
51693,when you're a real life super spy
51694,how do we destroy the patriarchy? it's simple. we eat it
51697,you know you're from denver when...  towards the mountains is an official direction.
51706,"only black people steal yo shit and help you look for it  and be like, where you had it at last!"
51708,i offered her a penny for her thoughts  she gave me change
51726,racing for pink slips in africa
51730,for sale antique farm equipment
51734,when you're shooting up the school and the cops shoot the black kid that's running away
51736,"The text in the image reads:  ""america has stolen the jews the jews of god. his jewelry. the negroes. they are the true hebrews"" google it"
51746,we should all be like muslims and not eat pork bc pigs are too cute
51763,go be gay somewhere else
51768,Alright I'm going to let go now
51783,monkeys wipe their asses with their hands and throw their own shit  but i'm the unclean one
51789,"six kids, no husband, no job, and food stamps  $10,000 back in income taxes"
51802,yo dawg i heard you loved chinese food  so we killed your cat
51804,"these holocaust are very offensive!  anne frankly, they need to stop"
51807,are you a boy or a girl i'm non binary
51809,"The text in the image says ""happy kids."""
51836,every chocolate girl needs some beating
51839,i'm relaxed now minding my own business
51846,doesn't wear tampons because she trips over the string
51863,hey grandma what are you doing?  im sewing a scarf for your trans brother ajay
51864,mueller found no collusion dad  we're democrats...we'll find  another lie and i've told you please call me mom
51870,"The text in the image reads:  ""heLEN KELLER and her beloved cat,'mittens'"""
51890,"The text in the image reads:  ""how we see muslims how muslims see us"""
51892,i have a dream thats me with the belt
51894,"i'm a moderate muslim.  that means that while other muslims are putting bombs on your buses and raping your children, i'll be telling you that islam is peaceful protesting when you insult my religion and lobbying your government to take away your free speech."
51903,when you bout to nut in your cousin and you hear the barn door open
51924,fridays got me like.
51927,hello chocolate paradise princess  i'm albert
51928,i could have annihilated all of them  but i left some of them alive so you will know why i was killing them
51930,america be like  never forget  get over it
51943,terrorist can come to this country way to easy
51948,the leader of north korea during a meeting
51964,if you got your phone wet try leaving it in dry rice overnight  it will attract asians who will fix your electronics for you
51968,kid with cancer: so when i get out of the hospital i'm going to join you?  the avengers visiting him:
51972,"The text in the image reads:  ""ww2 was not a game"""
51973,your order comes to $37.50 and your white privilege discount brings the total to $37.50
51978,jesus doesn't care how many bible verses you have memorized  he cares about how you treat people.
52018,"if being a racist means i don't want my country filled with radicalized'refugees' from terrorist countries, attacking people in the street because of their religion, yelling <death to infidels> stabbing dozens of bystanders with a butcher knife  then i'm a racist"
52019,mohammed  i'm pregnant....
52031,theriously?? that's methed up!
52034,"when you get arrested and the cop says ""you have the right to remain silent""  but you're happy because finally you have a right"
52036,when you find out there's an opening for the role of chewbacca
52037,the first rule of book club is.. you do not talk about book club
52049,does anyone know where i can get a rag? there's 49 of them on the floor in a mosque
52068,when someone questions your behavior from yesterday  that wasn't me. that was patricia.
52071,i'm tired boss  mostly i'm tired of doing time in fb jail because snowflakes get offended over everything
52078,how to get a black guy to see his baby
52079,just bought a house! now we're house-poor
52089,for my haters  kill yo self bitch!
52091,"women ask for equal rights, so i give them equal lefts aswell"
52096,a truck hit him from behind
52097,"if you're vaping inside a monalds, inside a walmart  WAL MART SUPERCENTER  WAL MART SUPERCENTER  ... that's the turducken of white trash"
52104,"lebanon: before islam after islam  but don't worry! after islam takes over, there'll be a golden age... apparently"
52106,"The text in the image reads:  ""rohingya refugee boys study the quran"""
52108,thirsty much?
52130,I'm not saying that your mom is a slut  but when you were born she slid you back in and out a few times
52139,andy's's coming!
52140,this steak is so black  it asked me for a newport
52164,ocean brought to shore this shoe from a refugee
52168,i hear in heaven they have a huge pasture with pretty goat women
52183,nein shawty its ya bday anne frankly i hope you celebrate it with bae
52301,"let me be clear....  if i had a son, he would look like harambe"
52304,gays  on their way home after pride weekend
52316,the face i make when the media calls bruce jenner catlyn jenner
52318,when your kid actually is transgender
52340,how i feel after the all you can eat buffet
52341,when you're feeling confident and cheeky and want to tease your partner
52349,no racism
52361,when someone is talkin to you and you gotta shit
52379,adding coolant when the farm equipment overheats
52386,"The text in the image reads:  ""black women are socially constructed to do this with black men but act like submissive and feminine when they're with whit men"""
52394,i forgot what are we fighting over again?
52401,"slutty girls are like wal-marts everybody makes fun of them but, when you're inside one at 4am you think ""I'm glad these are here"""
52406,do you shop at wal-mart? did you vote for trump?  you might be white trash
52407,"""where did you learn to make kool-aid like that britney?"""
52416,The text in the image is:  - Predatory behaviour - James Charles - bye sister
52431,yes ma'am..! that's a cunt
52437,do you agree with rush limbaugh's claim that the democrat party is america's largest hate group?
52439,the hardest part of breaking up with her is having to drop the bomb on her twice before she gets it
52469,"The text in the image reads:  ""what's the difference between a jew and a pizza a pizza doesn't scream in the oven"""
52473,The text in the image says:  achmed im pregnant
52476,covers up the sexual abuse of student athletes for a decade at ohio state questions someone else's credibility
52479,best thing about an ethiopian blowjob?...  you know shes gonna swallow!!! well it's true
52483,when an indian rapes 3 tourists from 3 different countries  mr. worldwide
52486,when you hit up a white girl to match and she pulls out a needle  oh no baby what! is you doing??
52487,the shot you never hear
52490,"can we stop calling them ""undocumented immigrants""  and call them what they are criminal trespassers / illegal aliens"
52496,tweekers be like y'all hear that shit!?
52603,feeling kinda cute might steal your shit later.. idk
52607,say it again jerry  i shoot illegals
52609,see? i fuckin told you!  little foil on top keeps them jewsy
52610,i'm sick of politics so here's a pic of michelle obama riding a unicorn
52613,smashed potatoes
52614,"what is he hiding?  we need to see his tax returns! let me stop you right there hillary  you deleted 30,000 emails, used bleach bit on hard drives, then destroyed phones with hammers you have no right to talk about people hiding anything"
52617,warning! please handle large fireworks with care!
52619,the whiteman is the devil
52631,"The text in the image says:  ""fuck israhell and fuck the usa!!!"" ""136 countries are on the side of palestine!!!""  The image also shows people waving flags."
52634,the secret to a successful marriage  is to keep his stomach full and his balls empty.
52640,luckily she's so fat or it never would have fit
52641,religion  when grown ass adults argue about who has the better invisible friend.
52649,"hmmm, that new wife smell"
52670,the hardest part about breaking up with her  is when you don't want to lose her
52681,white trash britney is my spirit animal
52687,trump is engaged in a cover-up  hes guilty of obstructing our attempt to frame him.
52691,almost all of trump supporters are white
52698,The text in the image reads:  bruce jenner caitlyn jenner
52706,current mood  i'll beat a motherfucker....  with another motherfucker!!!
52708,"2011 gt3 rs with a rebuilt tranny $157,876"
52710,loading the dishwasher in the back  solid move
52714,class! class! listen! daylight savings ends today  you must move your clock bombs forward one hour
52716,best holiday gift for animal lovers
52719,can you smell what the reich is cooking?
52738,all part of satan's's plan. the anti christ will come from this
52743,like a hot Is swapped rx-7 girl with a penis
52746,i just chased 25 000 high paying jobs out of new york  imagine what i'll do for the rest of the country
52748,about to explode with pride now that his daughter can go to school
52761,"attention ladies: it's football season!!!  bring him a sammich, get him a beer, get a hobby & stfu til valentine's day!"
52768,i finally stopped drinking for good  now i drink for evil
52780,puts sock on doorknob  sleeps with a blow-up doll
52783,when your white friends invite you to dinner and  tell you to bring whatever you want
52790,girl out here looking like a gallon of arizona iced tea
52796,"last time i checked..  i played army as a kid, not air force"
52801,what do you call pool full of handicap people? vegetable soup
52803,me: puts bag of popcorn into the microwave everyone at the senior center :
52816,friday vibe be like
52819,you are so queer it could be raining titties  and you would still get hit in the face with a dick
52837,removes polish with chemicals no one bats an eye  removes polish with chemicals everyone loses their shit
52839,"The text in the image reads:  ""me convincing homophobes that I'm just like them and not a sexually deviant pervert"""
52847,sharing and caring
52863,its cool were divorced but we will always be cousins
52864,"yes, we know trump said ""mexico will pay for the wall""  but now mexicans are the wall. that boy good!!!!"
52867,"happy national women's day  just remember, if it has an apple, it has a banana"
52870,if donald trump is the answer  how stupid is the question?
52874,when you have no stress weighing you down
52890,wait this isn't my dog
52903,throwinging off a gay one off a gay one with the boys
52904,when you eat her ass and then she say that she don't suck dick...  wayment
52910,"i was raped in jail, mom dad takes monopoly way too seriously"
52914,3 years ago american class american trash
52918,she's to young when you have to make the airplane noise to get your cock in her mouth
52931,i swear i put sunscreen on!
52936,49 people were killed at christchurch mosques  49 people were killed at christchurch
52938,"there's nothing more ridiculous than  when the same republicans who gave us 33 sham hearings  on benghazi say investigation trump's actual crimes  "" is a waste of time."""
52947,lost african tribe
52948,"The text in the image says ""sea monkeys."""
52960,every time a person is offended on social media  a vote is cast for trump
52964,how do you turn a fruit into a vegetable? turn up the amps
52970,"""enjoyinging in beach"""
52971,that's a man baby!
52974,which jewish girl is hotter?
52978,trump screamed at nbc for using this pic of him  he hates it. don't spread it around the internet anymore.
52983,"if you blow their churches, we will open our mosques for them to pray  #terrorist have no religion"
52986,"The text in the image is:  - ""the most beautiful chimpanzee"" - ""and above him is one"" - ""uglyass retarded nibba"" - ""who says dc is better than marvel"""
53012,"2004 Trailblazer $4000 rebate or 0% for 60 mo.  ONLY THE BEST GET THE CREST! HOGINS CHEVROLET  nothing says ""pull me over"" like some red solo cup brake lights!"
53017,children trying to stay cool in the water
53027,puttinging bows on your pet
53046,"you've heard of elf on a shelf, now get ready for"
53048,6 million lampshades never again
53062,the number 1 cause of islamophobia  is the behaviour of muslims
53064,white people after they put the divider in between your groceries
53068,chillin with my squad
53084,The text in the image is:  nein shits given
53089,iran is going to attack us  even if we have to do it ourselves
53096,that makes me  moister than an oyster
53102,when it's your 1st cake day and  you really wanna blow that candle
53108,this one time at camp  we got so baked
53124,when your dishwasher is broken  so you take it back to walmart to get a new one
53140,"The text in the image is:  ``` me respect women no, I don't believe Bush 9-11 it's just a meme ```"
53147,"The text in the image is:  - ""immigrants"" - ""illegal aliens"""
53160,when goats try to pull a car heist
53172,straight outta the oven  step one : turn on the gas
53180,mess with me  and you mess with the whole trailer park
53182,"those who die in blue, are remembered forever"
53184,back in my day  blowing a tranny meant car trouble
53187,"The text in the image says:  ""this moment changed the world"""
53194,what's the difference between an elevator and a black guy...  an elevator can raise a kid
53204,"I'm sorry, I can't help it, I'm just a jackass"
53206,when you're talented but also a self-righteous shit head
53210,dishwasher for sale missing parts
53214,if i had a gone i could convert this fruit to vegetable
53219,happy birthday  keep it classy...no wine from a box
53241,i support terrorists because  they're pea brains like me
53249,the enemy has infiltrated congress the enemy within  ilhan omar  linda sarsour  rashida tlaib  ocasto-cortez
53260,joke time!  3 muslims walk into a bar..
53261,if they were really fighting for our freedom  this is what it would look like
53268,caution  49 killed in a mosque ...heightened security travel  4000 killed a year by illegals smuggling and illegal immigration may be encountered in this area  ...wide open borders
53270,"The text in the image is:  ""dem goys after they've exterminated every Jew on god's green earth they had us in the first half, not gonna lie"""
53274,"nasa employees after stealing the moon be like  ""boys will be boys"""
53278,*laughs in goat-fucker*
53280,my dog loves the attention
53289,when everybody's worried about their ex but you're just here enjoying your lemonade
53291,"sure she's cute, but my car's still dirty.."
53296,when you meet that gender studies student again my genders have doubled since the last time we met
53407,i am pro oxygen  sweet beautiful oxygen  liberals
53418,a real man loads the dishwasher every night
53419,do you know what happens after 6 tequila shots?  ...........nobody does
53420,that chicken was so black the police just arrested it
53426,"what's ""saggin'"" spelled backwards?  hint: they're pretty much the only people that sag!"
53427,ahmed i love you too
53467,how you look when you're black and you celebrate the 4th of July
53469,"The text in the image is:  - ""jews did 9/11"" - ""truth is antisemitic"""
53471,bravery at its finest
53476,when you wanna delete google chrome  but you accidentally delete your chromosome
53481,minesweeper just got real...  as fuck!!
53482,"The text in the image reads:  ""I was holding a door open for an Asian guy and he was like'sank you' so I knocked him the fuck out. you don't talk about Pearl Harbor like that"""
53486,"The text in the image says:  ""when you nut in the arab girl and she has a normal orgasm you were supposed to explode!"""
53491,and in 3 days he came back to life bringing salvation
53492,i'm gonna be honest i don't much care for the chinese
53607,It's racist to call me a goat humper even though I hump goats
53609,"when your friend insists on paying for dinner but you still want to contribute  - just the tip, come on... let me"
53618,"if a phobia is a fear, how can i be ""homophobic"" or ""transphobic""?  who tears a man in a dress?! why would i fear a man who takes it up the ass by another man? repulsed, yes definitely. fear? no way. the only fear i have is the outcome of what society will look like if these people keep breeding"
53624,feeling cute might write in my diary later
53628,if her legs aren't shaking when you are done  you're not done
53642,it is time.. to send these parasites back to the desert
53649,this is how y'all look defending trump don't touch my garbage
53678,which jewish girl is hotter?
53679,and that was the last time we let uncle larry babysit
53682,"the fuck you mean ""do i smoke?"" i smoke more than a jamaican bonfire"
53692,"wait, mohammad come back!! i didn't mean to laugh,really size doesn't matter to me lol"
53694,"they kill gays, and women who go out in public without a male relative  and are supported by democrats and liberals."
53706,I wish more of my handcuff stories involved sex instead of police officers!
53714,we are peaceful people
53720,forcing children into religion is child abuse.  religion has to be taught. it's not natural.
53740,if the words you spoke appeared on your skin.. would you still be beautiful? nigger
53768,a young girl holding  a gun
53769,in 1979 jimmy carter created the department of education  since then the u.s. has gone from 1st to 17th in education
53782,omw to kill those israhellites
53806,"The text in the image is:  ""skinny guys are outdated get yourself a fat fucking retard"""
53810,do nothing about global poverty while sitting on golden throne and holding golden stick  goes to heaven spend more than half of his fortune to fight global poverty  goes to hell go home logic..!!  you are drunk
53812,"there's only one way you 'negotiate'with islam. you kill it with extreme prejudice."""
53814,my name is andrew mccabe  and i just confessed to treason
53817,"The text in the image reads:  ""game of the year 1817"""
53820,whitesox ticket: $55 beer: $8 hot dog: $6  watchinging a muslim from kenya throw a 28 mph. fastball like an 8 yr old little girl: priceless
53821,it's a beautiful day  i thinki'll skip my meds and stir shit up a bit
53827,i don't want to get attached to anyone anymore...  it only destroys me in the end.
53849,more men with guns were sent to arrest 66 year old roger stone  than clinton and obama sent to rescue our men in benghazi
53876,"The text in the image reads:  ""all muslims are a danger to americans! ban them all! except the rich ones who spend tens of millions at my hotels and condos, of course!"""
53879,"whatcha thinking about?  wind speed and direction, humidity, distance, drop rate"
53901,"The text in the image reads:  ""farmville 1943 deluxe"""
53904,"hey, sorry goat fucker that warning shot over your head? was a bit low!"
53908,"i know you like her son, but you can't just pull a girls hair.. until she's 30 or so. they actually come around on this one."
53914,"The text in the image says ""let me play with the muslims."""
53917,when your man a dog but  yo monkey ass stay with him.
53924,mom: can you mash the vegies  me:
53927,when you dress up for dinner at your muslim girlfriend's parent's house
53941,"I didn't hear the question...  ...but the answer is, white people are racist"
53942,"they are like manure spread them out and they help everything grow better, but keep them in one big pile and they stink horribly"
53948,The text in the image says:  - thanks jews! - the gift of 911
53962,i support americans  even though some of them are really hating on me right now.
53967,but you're on a diet when you have coke in the fridge
53968,when you have an 80 point iq but it's the highest in your village
53976,black power comes with a lot of responsibility
53980,transgender people have a problem with their head not their crotch
54016,"I'm getting too old for fighting and arguing if we have a problem, I'll tell you what's up  either we fix it and move on or stop fucking with each other and move on fuck all that extra shit."
54018,"old people at weddings always poke me and say ""you're next."" so, I started doing the same thing to them at funerals"
54019,where is the pinata?
54023,"The text in the image says:  ""companies when pride month ends:"""
54028,wants to stone gay people to death dresses like a drag queen
54038,"The text in the image reads:  ""old times were brutal"""
54039,90 percent of indians are idiots: justice markandey katju
54062,danish bacon  ... it's gonna rock your world
54068,their average height is a 169cm (men) and 159cm (women)  a few cm below average
54069,when you decide to go full gas
54082,you with the ewe stop that!
54083,cheering on your team in the world cup
54092,reincarnation?  you mean press x to respawn
54093,when you call the avengers and  they send the one from wakanda
54098,when mom asks where all the jews went
54102,i'm uncertain where i stand on abortion  i like the killing babies but hate the idea of giving women a choice
54108,does nike also sell stones in case they take it off?
54129,dump pipe to the ocean
54130,if this terrorizes you and this doesn't something is very wrong with you
54138,how hungry people eat their food mmmm.... delicious
54170,when you wake up a minute before you alarm goes off
54179,"The text in the image reads:  ""I'm an ex-Muslim because ""Islam"" means ""submission"" and I won't submit my life to the delusion of a child rapist"""
54190,do you like tapes and cd's?  cause ima tape my dick to your forehead so you can cd's nuts
54196,"let's not be hasty, the worldview of the guys who created this grisly spectacle of mass-murder could be any number of comedy. aaaaaannnd it's these guys"
54201,14 million kids living in poverty in america  but democrats fight for illegals
54206,you can smell disgust and hate from this photo
54210,investigating homicide in LGBTQ community
54261,this faceapp stuff is incredible!
54263,we're glad you're home
54270,shit... the dishwasher is broken again!
54276,fuck i stepped in shit
54286,thank god my ass needed a break
54289,do you like to barbeque  cause i'm bout to slap this meat across your grill
54290,"today's gop base  he's old, he's white, he believes all the shit he hears on grumpy and he fox news"
54301,"i have a question for the white man. i would like to travel, so i can suggest know if he likes sex and he go fuck himself"
54310,celebratinghe ebt card...oh snap
54317,"The text in the image says:  ""it was real in my mind"""
54318,how many people does it take to change the world
54319,"The text in the image reads:  ""emperor haile selassie i world tour a.k.a. ethiopia on the march"""
54321,laughs in [majority of u.s crime rate]
54367,kids and guns don't mix
54370,when you stoned your 3rd wife yesterday and  you're lonely ankle compilaion
54376,"The text in the image says:  ""When you messed up your shave again"""
54389,be sure to spay or neuter your spouse today
54397,when another dog pees on your lawn
54601,i hope father jeffrey doesn't go in dry today
54602,when you just finished shooting a bunch of black kids but accidently killed a squirrel
54608,"The text in the image reads:  ""I coined a new phrase for Muslim terrorists: proxy Jews"""
54610,if jesus rode ass why do christians hate gay people?
54613,wtf is with this guide dog? i keep ending up at kfc
54617,"girlfriends, let me tell you what i saw on amazon"
54621,when i grew up i want to be a gas plumber
54629,if you're constatntly referring to your skin color or other people's skin color...  maybe you're  the racist
54632,new seat belt design 50% less accidents
54639,The text in the image is:  ``` Imco laugh my cock off ```
54670,knowing white people he's probably the father
54672,when you eating in a chinese restaurant and you hear a dog barking in the kitchen..
54679,The text in the image is:  - feisch - smeil
