id,path,prediction,text
1896,img/01896.png,0,terrorism is just part and parcel of living in a big city. sadiq khan london mayor tokyo: over 13 million people no islamic terrorism
1924,img/01924.png,1,whats the difference between a feminist and a suicide vest? a suicide vest actually accomplishes something when its triggered
1943,img/01943.png,1,person i chase: *shows clear signs he doesn't want to do anything with me* me: i'm gonna pretend i didn't see that
1953,img/01953.png,1,muslim +hunt = less muslims
1954,img/01954.png,0,the best part about a prostitute dying on you is you get the second hour free
1956,img/01956.png,0,i am a crocodile!
1962,img/01962.png,0,i put makeup for my profile photo
1972,img/01972.png,0,you don't have a cat? this is your lucky day! i'm moving in!
1974,img/01974.png,1,hiroshima hiroshima nagasaki everybody needs a friend
1975,img/01975.png,1,valentine in islamic countries
2139,img/02139.png,0,no less beautiful
2146,img/02146.png,0,from the bottom of my heart i would like to sincerely apologize..... for being white
2153,img/02153.png,0,when you're arguing with someone and trying notto hit them
2156,img/02156.png,0,never forget
2158,img/02158.png,1,i like my women like i like my chickens held in captivity until i behead them
2165,img/02165.png,0,the difference between moderate muslim and radical muslim follow my allah or i kill you! follow my allah or he kill
2168,img/02168.png,0,how many fucking accounts do you assholes have?
2169,img/02169.png,1,"to see better, asians sometimes switch to fullscreen view"
2185,img/02185.png,0,weeeeeee! back over the border you go!
2194,img/02194.png,0,when you're a good farmer who raises healthy animals
2315,img/02315.png,0,don't forget me!!!!!! i'm an asshole too!!!
2316,img/02316.png,1,they can kill the messenger but they can't kill the message
2317,img/02317.png,1,white trash go to hell trump fuck donald trump
2351,img/02351.png,1,when karen helps u camouflage the crackhouse
2358,img/02358.png,1,diary of a wimpy kid hard luck anne frank is one wimpy kid
2365,img/02365.png,0,"quick, which one is a bb gun? oops, too late . . . you're dead"
2367,img/02367.png,0,dodge owners be like don't take a picture
2371,img/02371.png,0,why do all the mexican foos who work lmaooo at t-mobile look like this
2374,img/02374.png,0,"i don't always fuck midgets but when i do, i go balls deep"
2381,img/02381.png,1,"got braces friend told me ""you're so black, even your teeth are behind bars"""
2384,img/02384.png,0,caitlin jenner showing off her new whip
2385,img/02385.png,0,every life is precious
2389,img/02389.png,0,democrat jan schakowsky defends ilhan omar: 'she comes from a different culture' where they want to kill all the jews
2413,img/02413.png,0,"women ask for equal rights, and this is why"
2431,img/02431.png,1,subway is similar to prostitution you pay someone else to do your wife's job
2435,img/02435.png,0,when you type fidget spinner but it autocorrects to midget spinner
2439,img/02439.png,0,"superman's flying class was popular, but no one ever passed"
2456,img/02456.png,0,"people are loosing their minds over terrorism and isis in america... and veterans are all like... ""wake me up when i can go fuck shit up and not go to iail for it"""
2457,img/02457.png,1,i hate when i see a black out in my neighborhood but i still offer my neighbors a candle
2459,img/02459.png,1,"my dishwasher is acting strange, can anybody help?"
2461,img/02461.png,0,"whenever you feel stupid, remember this"
2467,img/02467.png,0,how much did the holo cost
2471,img/02471.png,0,when you walk into the welfare office hello monkeys
2475,img/02475.png,0,therapy dogs are now being trained to console rape victims of muslims
2476,img/02476.png,0,im never doing a garden again!
2481,img/02481.png,1,greetings tranny time to die
2483,img/02483.png,0,group of people rescued from medditaranian sea by italian coast guard
2485,img/02485.png,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love
2497,img/02497.png,0,you're a wizard motherfucker
2519,img/02519.png,1,it's funny because he's fat!
2536,img/02536.png,0,don't drink and drive
2537,img/02537.png,0,arrest george soros for crimes against europe
2538,img/02538.png,0,when my girl pissed me off but she runs through the room in her draws me my dick
2543,img/02543.png,0,catch me outside how bout dat i'll catch my damn self outside
2548,img/02548.png,0,oi are you looking at me?
2561,img/02561.png,1,"we are coming to america one way or another! we will rape, pillage, & reap havoc riot on your nation while stealing your welfare"
2571,img/02571.png,0,former first lady during an interview
2576,img/02576.png,0,this is a snakes mouth it all makes fucking sense now
2581,img/02581.png,1,mussie guy tried to rape me he didn't make it to court
2594,img/02594.png,1,jamal! im pregnant!!!
2613,img/02613.png,0,after group sex mohammed is very tired
2614,img/02614.png,0,black boyfriend white boyfriend
2631,img/02631.png,0,when your grandma sees you for the first time in a whole week he's so fucking big. me#irl
2647,img/02647.png,0,notice how the kenyan skidmark has been silent about the mueller report?
2653,img/02653.png,1,england where moslems can rape your children and reporting it is a crime
2654,img/02654.png,0,when people are spreading rumors but you're unbothered
2657,img/02657.png,1,oh look someone's returning a broken sandwich maker to walmart
2674,img/02674.png,1,asian drivers test went as expected
2687,img/02687.png,0,i hang a sock on my doorknob so my roommate knows not to come in because i'm busy fucking the other sock
2691,img/02691.png,0,teaching them how to hunt young
2716,img/02716.png,0,"felt cute might pray later, idk"
2718,img/02718.png,0,my kid threatened to hold his breath until i gave him dessert. he's now passed out on the kitchen floor i don't negotiate with terrorists
2719,img/02719.png,1,your black neighbor after you called the cops
2735,img/02735.png,0,when each letter is a mental disorder
2761,img/02761.png,0,i'm sorry i didn't mean to hurt your feelings
2763,img/02763.png,0,immigrants illegal aliens
2764,img/02764.png,1,closing time one last call for green cards you dont have to go home but you cant stay here
2768,img/02768.png,0,when you look in your neighbor's yard and see an illegal immigrant mowing their lawn
2769,img/02769.png,0,"think we just discovered ""cop crack"" bacon wrapped donuts mother of god"
2793,img/02793.png,0,sea monkeys
2795,img/02795.png,0,police academy graduation ceremony
2814,img/02814.png,1,want to party? yeah i'm down
2815,img/02815.png,1,how do i like my eggs? same as i like my niggers beaten and separated from the whites
2816,img/02816.png,1,help im downing
2831,img/02831.png,1,where's jaws when you need him ?
2841,img/02841.png,0,birthday because i don't care if it's happy
2845,img/02845.png,0,they have sex with goats wipe their asses with their hands and drink camel piss but i'm the unclean one!
2849,img/02849.png,1,abba ree i can fryyy
2853,img/02853.png,1,"but islam can radicalize muslims muslims are not terrorist quran 8:39 ""kill all non believers till the only religion is islam"""
2854,img/02854.png,1,do gay midgets come out of the cabinet?
2857,img/02857.png,1,"i love it when women go to school. it's like seeing a monkey on roller skates: it means nothing to them, but it's so adorable for us"
2863,img/02863.png,1,white men are the biggest terror threat except for my white boyfriend
2867,img/02867.png,0,russia #freesentsov #freekolchenko
2876,img/02876.png,1,your milkshake brings all the tards to the yard
2891,img/02891.png,1,look! a blow up doll!
2894,img/02894.png,0,"how high are you no officer, its ""hi, how are you""?"
2914,img/02914.png,0,the only thing that hinders you is your own motivation
2917,img/02917.png,1,islamaphobe no i just hate the mother fuckers
2918,img/02918.png,0,a islamic leader among his followers
2935,img/02935.png,0,copsuckers be like the whole boot daddy
2943,img/02943.png,0,hide and go seek champion july 6 1942 - august 4 1944
2945,img/02945.png,1,you've been hungerstruck!
2946,img/02946.png,1,is your girlfriend hot like me?
2947,img/02947.png,0,meanwhile at the isis strip club
2951,img/02951.png,0,protesters throwing smoke bombs
2956,img/02956.png,0,how i sleep knowing i'm going to hell in every religion
2958,img/02958.png,1,when you forget that your blind friend has a heightened sense of smell bro. chop a fuckin line up for me
2965,img/02965.png,1,i once dumped a cross eyed chick thought she was seeing someone else
2967,img/02967.png,0,when the black kids start fighting at school
2971,img/02971.png,1,what do you get when you cross harvey price with a pritt stick? a sticky black spastic
2973,img/02973.png,0,how long can i run? till the chain tightens
2974,img/02974.png,1,"it might look fucked up, but her handjobs are fucking unbelievable"
2975,img/02975.png,0,you never realize how little self control you actually have until chips and salsa are in front of you at the mexican restaurant
2983,img/02983.png,0,large big mac no onions
2984,img/02984.png,0,stop racism black children and white children are the same
2987,img/02987.png,0,not my president not my residents
3124,img/03124.png,0,muhammed fixing his calculator
3128,img/03128.png,1,lazy day nothing to steal
3145,img/03145.png,1,when each letter is a mental disorder
3148,img/03148.png,0,fact: ethiopian food is so rare that locals dont even eat it ethiopian food
3162,img/03162.png,0,recruiter added me on linkedin so i guess things are getting pretty serious
3172,img/03172.png,0,im white trash and im in trouble
3178,img/03178.png,1,"""we fly planes into their buildings now they kiss our asses!"" """
3185,img/03185.png,1,best thing about an ethiopian blowjob ? you know she's going to swallow
3186,img/03186.png,0,removes polish with chemicals nobody bats an eye commits crimes against the polish starts ww2
3187,img/03187.png,0,every dad: *shaves beard* his own baby: i've never met this man in my life
3189,img/03189.png,0,"if a man wants you, he will come and get you"
3241,img/03241.png,1,when black people make white jokes when white people make black jokes
3246,img/03246.png,0,mobile nun
3248,img/03248.png,0,when you just can't stop thinking about obama
3251,img/03251.png,0,it is disgusting to laugh at gender dysphoria
3254,img/03254.png,1,"liberals: ""japan has gun control without issues, what makes you think it can't work here in the usa?"" me: (whispering) black people"
3256,img/03256.png,0,when you ask for advice and they tell you to just be yourself you want me to get naked and start the revolution?
3257,img/03257.png,1,white trash not marriage material
3258,img/03258.png,1,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!"
3268,img/03268.png,0,hey mom the goats asshole is inside out. what do?
3271,img/03271.png,0,when your wife and girlfriend dont get along
3275,img/03275.png,0,the only time you can hang out with 2 dirty hookers and a tranny
3276,img/03276.png,0,unless life also gives you water and sugar your lemonade is gonna suck
3279,img/03279.png,0,aren't you tried of my jokes!
3281,img/03281.png,0,the weekend be like
3285,img/03285.png,0,i wanna see the most fucked up meme. lets see what you got
3289,img/03289.png,0,fuck banks fuck indians too
3291,img/03291.png,1,do you agree with pauline to stop islamic immigration to australia share if you agree
3296,img/03296.png,0,come on over i'm having a party the place is crawling with pussy
3298,img/03298.png,0,thanks for visiting
3418,img/03418.png,0,i got a flat on my way to the store
3421,img/03421.png,1,"when you shoot up the school and somebody else gets blamed for it we stand here amid my achievement, not yours!"
3429,img/03429.png,0,throwback thursday we was all by ourselves at one time we was the only once's in the new phase to build and close
3468,img/03468.png,0,"my dishwasher is acting strange, can anybody help"
3472,img/03472.png,1,"pet niguana for sale!! come with food dish, a few toys, and a screen lid so it can't get out $300 obo"
3479,img/03479.png,1,just waterin' the dirt
3482,img/03482.png,0,i try not to be bias
3495,img/03495.png,0,"when your homie throws a heart react on your status just fucking kiss me, man"
3528,img/03528.png,0,look at the bright side you are only half black now
3547,img/03547.png,0,people with dwarfism arguing
3574,img/03574.png,0,pull up your pants and back away from the goat!!
3591,img/03591.png,1,"joins the democrat party to indulge in deep seated supremacist proclivities. ""helping"" minorities also loves black cock"
3615,img/03615.png,0,joke time 3 muslims walk into a bar.
3629,img/03629.png,0,hey man you gotta go home my parents are fighting again
3642,img/03642.png,0,when you catch your goat with another man
3659,img/03659.png,0,"""i hope the electoral college gets beat in the ncaa tournament"""
3675,img/03675.png,0,because of trump i got fired from my job
3678,img/03678.png,0,lock her up and throw away the key
3681,img/03681.png,0,when you're muslim but you have oil
3685,img/03685.png,0,not all angels reside in heaven.. many walk the battlefield.
3691,img/03691.png,0,koran class with the rohingya people
3715,img/03715.png,0,great at making martinis terrible at stealing tambourines
3718,img/03718.png,0,baaaa-utiful
3728,img/03728.png,0,"stalin: if you invade us, you break our agreement hitler: quicksaving.."
3751,img/03751.png,0,"""i yelled catch ! i swear i thought she was ready """
3756,img/03756.png,1,white people have no right to live in africa... .. but it's a blackman's right to live in any european country he chooses?
3759,img/03759.png,0,what's the difference between hillary and putin? putin actually wins the elections he rigs
3764,img/03764.png,1,"my black flag brings all the goats to the yard and they're like allah akbar and then i'll put a bomb in a car, i'd teach u but i have no arms"
3789,img/03789.png,0,anne frankly i don't care
3794,img/03794.png,1,tranny jesus died for your eyebrows
3795,img/03795.png,1,even i can see you're a cunt
3841,img/03841.png,1,when i grow up... lol nevermind
3845,img/03845.png,1,rev al sharpton that gorilla was 17 black and unarmed
3847,img/03847.png,0,meanwhile at the isis strip club
3849,img/03849.png,0,gmc short for give me cock
3854,img/03854.png,1,did a lot of medical research didn't hurt any animals
3861,img/03861.png,0,when you realize you fought on the wrong side during wwii
3864,img/03864.png,1,you can't be the victim of a school shooting if you're the school shooter
3865,img/03865.png,0,after 3 million years of evolution we still love to relax
3871,img/03871.png,1,justin trudeau the imam of canada
3874,img/03874.png,1,one of the poor defenseless refugees we hear about she's smuggling 31 pounds of pure heroin
3875,img/03875.png,1,we're glad you're home the russians pooped in the hallway!
3896,img/03896.png,1,"let me salute to hitler the great he said ""i would have killed all the jews of the world, but i kept some to show the world why i killed them"""
3917,img/03917.png,0,attacking a person for who they are or where they're from is an attack on their people and culture as a whole
3927,img/03927.png,1,after group sex mohammed is very tired
3942,img/03942.png,0,they're just like anyone else
3947,img/03947.png,1,no one: steven hawking:
3957,img/03957.png,0,lawn darts muslim style
3962,img/03962.png,0,where's my water?
3971,img/03971.png,0,so i was sucking on her t*ts then the husband walks in and i just sk*t myself
3981,img/03981.png,0,siri take me home starting route to gym
3984,img/03984.png,0,when your brother sucks at driving
4125,img/04125.png,0,sorry i'm late have the racist comments started yet?
4126,img/04126.png,1,"hitler be like ""you sure i killed 6 million? they aint up here"
4132,img/04132.png,0,"dear ""dad"". i did it without you. love, the daughter you left behind"
4138,img/04138.png,1,what do a bicycle and a nigger have in common? neither works without chains
4152,img/04152.png,0,over 50 south africans lost their lives after police opened fire during a protest
4153,img/04153.png,0,let's end racism
4156,img/04156.png,0,me after i take that first sip of mcdonald's sprite kwispy
4157,img/04157.png,0,a real man... loads the dishwasher every night!!
4162,img/04162.png,0,one of the most brillant minds in science
4163,img/04163.png,1,i will kill this white man ooo wwe fans
4175,img/04175.png,1,im not racist because racism is a crime and crime is for black people
4183,img/04183.png,0,back off murderers we fight for justice
4185,img/04185.png,0,when you need a diaper because you're a still a baby
4187,img/04187.png,0,this is how muslims celebrate new year
4217,img/04217.png,1,have a coke and a smile. regen: always coca cola coke adds life. ma: nevermore coca cola
4253,img/04253.png,0,sad world history
4256,img/04256.png,0,me and styrofoam... yup...both white trash
4257,img/04257.png,0,"how sad it must be for supporters - believing that scientist, scholars, historians, economist, and journalists have devoted their entire lives to deceiving america, while a reality-tv star with decades of fraud and exhaustively-documented lying is your beacon of honesty"
4263,img/04263.png,1,holocaust jokes are offensive ann frankly aren't funny
4267,img/04267.png,1,i'm not saying it was muslims but it was muslims
4268,img/04268.png,1,guess which one is which? 1. transgender; 2. suicide bomber or 3. a floor lamp
4273,img/04273.png,0,have you seen my bag
4278,img/04278.png,0,never let someone who has done nothing tell you how to do anything
4281,img/04281.png,0,patty cake patty cake butthole hand i got tourettes syndrome chicken fucked ham
4287,img/04287.png,1,"that's it, back to the kitchen! where's my sammich? women's day is over!"
4295,img/04295.png,0,when black people say they are native american
4296,img/04296.png,0,now imagine if native american cowboys rode bicycles
4316,img/04316.png,0,"algebra and geometry are fine, but graphing is where you draw a line"
4321,img/04321.png,0,"""if that uckin bastard wins, we're all going to hang from nooses! you better fix this shit!"" -hillary clinton email to donna brazile october 17, 2016"
4325,img/04325.png,0,its a 3-day weekend pace yourself
4326,img/04326.png,1,when the chow mein was on point but you kinda miss your cat
4328,img/04328.png,0,if only dogs could pick up after themselves
4356,img/04356.png,0,i only wear silk panties cotton ones remind me of slavery
4361,img/04361.png,1,islam turning every single country it touches into a shithole for over 1400 years
4372,img/04372.png,0,my sister gave me this haircut after i fucked her
4379,img/04379.png,0,tfw you hear that you should be able to walk again with 2 months of pt
4387,img/04387.png,0,"sit down kids, i will now tell you how i met your mother"
4397,img/04397.png,1,what do you call a a retarded jew? auschwistic
4529,img/04529.png,1,"please, ' 'share' this piggy he upsets muslims"
4568,img/04568.png,0,me during no shave november
4579,img/04579.png,1,maybe the catholic church protects pedophile preists because the last time christianity shunned a pedophile he started islam?
4591,img/04591.png,0,rep. ilhan omar: 9/11 was 'some people did something' here's your something 2977 people dead by terrorism
4597,img/04597.png,0,terrorist attacks innocent people with guns leaders want innocent people to give up their guns and become even more defenseless.
4619,img/04619.png,1,"the most popular, but least talked about, white trash barbie! kids b like ""not my fault you didn't pay the cable!"""
4623,img/04623.png,1,"six kids, no husband, no job, and food stamps $10,000 back in income taxes"
4629,img/04629.png,0,halloween was great this year
4637,img/04637.png,0,when your chinese food shows up completely uncooked
4639,img/04639.png,1,"the female body is a gentle, delicate flower except for the vagina. pound the fucking vagina"
4651,img/04651.png,0,what every muslim looks like to me
4658,img/04658.png,0,"so, you think by being a a muslim sympathizer, this will somehow keep us from killing you ? you are a special kind of stupid"
4675,img/04675.png,0,i called my boy whatchoo goin do bout that spray bottle now
4682,img/04682.png,0,why can't we spend money on education instead of drugs
4683,img/04683.png,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto"
4689,img/04689.png,0,illegal immigration the cowboy way we'll know them if they try to come back in!
4695,img/04695.png,1,when a badge and gun aren't enough to cope with your fragile senses of self worth and masculinity: roadhouse!
4712,img/04712.png,0,"just figured out trump conned you? not too fucking bright, are you?"
4718,img/04718.png,0,isis you mean them goat fuckers that don't like bacon
4719,img/04719.png,0,how you see it how the turkey sees it
4726,img/04726.png,0,islamic state soldiers celebrating we should kill them all
4729,img/04729.png,0,what if punk is just gangsta rap for white kids
4732,img/04732.png,0,trump supporters be like make america great again
4735,img/04735.png,0,smile even in the worst of times
4758,img/04758.png,0,"my fragile heart at my sex drive - stay back, slut"
4759,img/04759.png,0,im ready to have some fun
4762,img/04762.png,0,scientist are working hard to cure them all
4765,img/04765.png,1,"blame it all on my roots, i showed up in boots.. and ruined your jihad affair"
4768,img/04768.png,0,really? eating pork is gross but marriage to a minor isn't?
4782,img/04782.png,0,adorable african kid appreciating life
4783,img/04783.png,0,"where you can get with that bull shit what is ""fuck outta here correct"
4786,img/04786.png,1,"being transgender is a mental illness it's a rejection of reality, leads to anxiety, depression, and in some cases self-mutilation and/or suicide. that's not healthy"
4791,img/04791.png,1,if you're a gentleman then nothing may disturb you but if you're a hungry sex maniac then there's no dress which can provide security for any women
4798,img/04798.png,0,are you bored? join spastics with special admin powers now
4813,img/04813.png,1,when you haven't stolen for over 2 weeks.
4819,img/04819.png,1,"jew: *walks out of the shower* hey man, can i get a towel? auschwitz guard:"
4823,img/04823.png,0,definitely a new cultural era!
4827,img/04827.png,1,me: puts bag of popcorn into the microwave every one else at the senior center:
4859,img/04859.png,1,arnold schwarzenigger i'll be black
4861,img/04861.png,0,"waiter, another order of crow for my anti-trump friends"
4863,img/04863.png,0,a little hood. a little hippie.
4873,img/04873.png,1,manual tranny automatic tranny rebuilt tranny
4876,img/04876.png,0,goin
4891,img/04891.png,0,cannibalism
4892,img/04892.png,0,send him to... meowschwitz
4912,img/04912.png,1,immigrantswave our flag invaders wave their own
4915,img/04915.png,0,they want this not beause they love you they need to mix breed to preserve their species
4917,img/04917.png,0,similar to sharks because all the great ones are white
4918,img/04918.png,0,why do asians have eyes like this? isn't it hard to see?
4923,img/04923.png,0,beergasm that moment when you take your first sip of beer after a long day
4926,img/04926.png,0,"knowing white people, that's probably the babies father"
4928,img/04928.png,1,dishwasher for sale missing parts
4938,img/04938.png,0,hen your unvaccinated chi rvives 18 years but cides to kill himself you were the chosen one
4971,img/04971.png,0,happy birthday sugar tits
4975,img/04975.png,0,look at me this is my meme now
4976,img/04976.png,0,shit someone added too much soap to the dishwasher again
4986,img/04986.png,0,the enemy within linda sarsour ocasio-cortez rashida tlaib ilhan omar
5123,img/05123.png,1,when cops question someone who just got robbed did anything seem strange? like maybe something black?
5127,img/05127.png,0,we'll kill you over some trivial shit then fucking mock your dying words
5129,img/05129.png,1,"you ever get laid in a sleeping bag? it's awful. you can't even move, you're drenched in sweat, and your scout master is covering your mouth"
5134,img/05134.png,0,the banality of evil
5138,img/05138.png,0,i should not be expected to pledge allegiance to any country including america
5148,img/05148.png,1,the hardest part of breaking up with a japanese girlfriend is having to drop the bomb on her twice before she gets it
5164,img/05164.png,0,dark humor is like food not everyone gets it
5172,img/05172.png,0,islam is the religion of peace! if you don't agree i kill you!
5183,img/05183.png,0,when you run out of bras and have to hold the girls up on your own
5189,img/05189.png,0,siri take me home starting route to jail
5198,img/05198.png,1,went outside today yolo
5214,img/05214.png,1,pull up your pants and back away from the goat!!
5231,img/05231.png,0,the name's bob... bob
5241,img/05241.png,1,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!"
5249,img/05249.png,0,i am still so confused about the strategies in this game
5261,img/05261.png,1,i'm deporting all mexicans!!! except the ones in baldwin park you fuckers are crazy!!!
5264,img/05264.png,1,trust me the muslims won't rape you now
5269,img/05269.png,0,been talking shit about trump since day one. now crying like bitches after getting called out
5273,img/05273.png,1,"someone needs to invent car fax for vaginas ""i have only been with one guy."" ""yeah sure, show me the whorefax."""
5276,img/05276.png,0,talk about that for a team photo
5283,img/05283.png,0,"life has never given me lemons it has given me anger issues, anxiety, a love for alcohol, a serious dislike for stupid people. but not lemons"
5294,img/05294.png,0,a little bird told me it is going to be a beautiful day. i ate it
5297,img/05297.png,1,the first thing i did when i got home from the battered womens shelter? the dishes... 'cause i know what's good for me..
5327,img/05327.png,0,i just realized that all i can be is true to myself not matter what
5329,img/05329.png,0,its not right to judge someone by the color of their skin. they might just be tan
5362,img/05362.png,0,you like something that i do not particularly enjoy disgusting prepare to forfeit your life
5369,img/05369.png,0,person i chase: *shows clear signs he doesn't want to do anything with me* me: i'm gonna pretend i didn't see that
5372,img/05372.png,0,"healthcare is a right and the government should pay for it guns are a right, should the government pay for them too?"
5376,img/05376.png,0,did you know you are supposed to pull anal beads out slowly? i didn't... i started the wife up like a fucking chainsaw
5384,img/05384.png,0,spending quality time with dad
5387,img/05387.png,0,is someone using the oven? cuz i smell gas
5398,img/05398.png,1,when a cop pulls his gun on you but you're white gotcha
5421,img/05421.png,0,there was a 4 car pile-up in mexico today 93 people died
5436,img/05436.png,0,lol don't bother buckling up because we are all going to die
5437,img/05437.png,0,this could be us but you keep escaping
5463,img/05463.png,0,when you dress up for dinner at your girlfriend's house parent's house
5468,img/05468.png,0,when you lose your jewelry
5471,img/05471.png,1,do you still suck dick? faggot
5476,img/05476.png,0,greetings white person time to die
5479,img/05479.png,0,"this is steve, he lives with both parents, who both work. no one in his family has a middle name in their facebook name, like javeon doingbigthings jackson. everyone in his family can swim"
5482,img/05482.png,0,stupid you are breed you should not
5483,img/05483.png,0,the only thing more vile than the attitude of these anti americans.. is the absolute ignorance of the delusional people that voted for them
5489,img/05489.png,0,trump says he doesn't like suppressors. well.....he's a democrat so..
5498,img/05498.png,0,step one: turn on the gas
5612,img/05612.png,0,of all time the most underrated cook
